id,Last Name,First Name,Congress Number,Year at Start of Congress,State Code,Chamber of Congress,Congressional District,Party,Year First Elected,Gender,Size of House Delegation from Member's State,Race,Total Bills Sponsored,Total Bills with Action in Committee,Total Bills with Action Beyond Committee,Total Bills Passed Chamber,Total Bills Became Law,""
4434,Booker,Cory,115.0,2017.0,NJ,Senate,State-Wide,Democrat,2013.0,Male,12.0,African-American,68.0,3.0,3.0,0.0,0.0,
4435,Boozman,John,115.0,2017.0,AR,Senate,State-Wide,Republican,2010.0,Male,4.0,Caucasian,16.0,2.0,3.0,2.0,2.0,
4436,Bordallo,Madeleine,115.0,2017.0,GU,House of Representative,1.0,Democrat,2002.0,Female,1.0,Caucasian,16.0,2.0,2.0,2.0,0.0,
4437,Bost,Mike,115.0,2017.0,IL,House of Representative,12.0,Republican,2014.0,Male,18.0,Caucasian,11.0,5.0,4.0,4.0,3.0,
4438,Boyle,Brendan,115.0,2017.0,PA,House of Representative,13.0,Democrat,2014.0,Male,18.0,Caucasian,19.0,2.0,2.0,2.0,1.0,
4439,Brady,Kevin,115.0,2017.0,TX,House of Representative,8.0,Republican,1996.0,Male,36.0,Caucasian,9.0,2.0,4.0,4.0,3.0,
4440,Brady,Robert,115.0,2017.0,PA,House of Representative,1.0,Democrat,1998.0,Male,18.0,Caucasian,4.0,0.0,0.0,0.0,0.0,
4441,Brat,Dave,115.0,2017.0,VA,House of Representative,7.0,Republican,2012.0,Male,11.0,Caucasian,23.0,0.0,1.0,1.0,0.0,
4442,Bridenstine,Jim,115.0,2017.0,OK,House of Representative,1.0,Republican,2012.0,Male,5.0,Caucasian,0.0,0.0,0.0,0.0,0.0,
4443,Brooks,Mo,115.0,2017.0,AL,House of Representative,5.0,Republican,2010.0,Male,7.0,Caucasian,9.0,2.0,2.0,2.0,1.0,
4444,Brooks,Susan,115.0,2017.0,IN,House of Representative,5.0,Republican,2012.0,Female,9.0,Caucasian,16.0,5.0,6.0,6.0,2.0,
4445,Brown,Anthony,115.0,2017.0,MD,House of Representative,4.0,Democrat,2016.0,Male,8.0,African-American,22.0,1.0,1.0,1.0,1.0,
4446,Brown,Sherrod,115.0,2017.0,OH,Senate,State-Wide,Democrat,2006.0,Male,16.0,Caucasian,62.0,6.0,1.0,1.0,1.0,
4447,Brownley,Julia,115.0,2017.0,CA,House of Representative,26.0,Democrat,2012.0,Female,53.0,Caucasian,30.0,5.0,3.0,2.0,1.0,
4448,Buchanan,Vern,115.0,2017.0,FL,House of Representative,16.0,Republican,2006.0,Male,27.0,Caucasian,17.0,2.0,3.0,3.0,0.0,
4449,Buck,Ken,115.0,2017.0,CO,House of Representative,4.0,Republican,2014.0,Male,7.0,Caucasian,9.0,3.0,3.0,3.0,0.0,
4450,Bucshon,Larry,115.0,2017.0,IN,House of Representative,8.0,Republican,2010.0,Male,9.0,Caucasian,16.0,3.0,4.0,2.0,0.0,
4451,Budd,Ted,115.0,2017.0,NC,House of Representative,13.0,Republican,2016.0,Male,13.0,Caucasian,25.0,4.0,4.0,2.0,0.0,
4452,Burgess,Michael,115.0,2017.0,TX,House of Representative,26.0,Republican,2002.0,Male,36.0,Caucasian,30.0,7.0,8.0,3.0,1.0,
4453,Burr,Richard,115.0,2017.0,NC,Senate,State-Wide,Republican,2004.0,Male,13.0,Caucasian,23.0,5.0,6.0,0.0,0.0,
4454,Bustos,Cheri,115.0,2017.0,IL,House of Representative,17.0,Democrat,2012.0,Female,18.0,Caucasian,22.0,5.0,5.0,5.0,3.0,
4455,Butterfield,G.,115.0,2017.0,NC,House of Representative,1.0,Democrat,2004.0,Male,13.0,African-American,3.0,1.0,1.0,1.0,1.0,
4456,Byrne,Bradley,115.0,2017.0,AL,House of Representative,1.0,Republican,2012.0,Male,7.0,Caucasian,10.0,2.0,2.0,2.0,0.0,
4457,Calvert,Ken,115.0,2017.0,CA,House of Representative,42.0,Republican,1992.0,Male,53.0,Caucasian,16.0,2.0,4.0,3.0,0.0,
4458,Cantwell,Maria,115.0,2017.0,WA,Senate,State-Wide,Democrat,2000.0,Female,10.0,Caucasian,36.0,10.0,9.0,3.0,0.0,
4459,Capito,Shelley,115.0,2017.0,WV,Senate,State-Wide,Republican,2014.0,Female,3.0,Caucasian,22.0,6.0,5.0,1.0,1.0,
4460,Capuano,Michael,115.0,2017.0,MA,House of Representative,7.0,Democrat,1998.0,Male,9.0,Caucasian,23.0,1.0,1.0,1.0,0.0,
4461,Carbajal,Salud,115.0,2017.0,CA,House of Representative,24.0,Democrat,2016.0,Male,53.0,Latino/a,16.0,0.0,0.0,0.0,0.0,
4462,Cardenas,Tony,115.0,2017.0,CA,House of Representative,29.0,Democrat,2012.0,Male,53.0,Latino/a,17.0,1.0,1.0,0.0,0.0,
4463,Cardin,Benjamin,115.0,2017.0,MD,Senate,State-Wide,Democrat,2006.0,Male,8.0,Caucasian,57.0,12.0,11.0,2.0,1.0,
4464,Carper,Thomas,115.0,2017.0,DE,Senate,State-Wide,Democrat,2000.0,Male,1.0,Caucasian,18.0,4.0,4.0,3.0,0.0,
4465,Carson,Andre,115.0,2017.0,IN,House of Representative,7.0,Democrat,2008.0,Male,9.0,African-American,15.0,1.0,1.0,1.0,1.0,
4466,Carter,Buddy,115.0,2017.0,GA,House of Representative,1.0,Republican,2014.0,Male,14.0,Caucasian,18.0,5.0,7.0,6.0,2.0,
4467,Carter,John,115.0,2017.0,TX,House of Representative,31.0,Republican,2002.0,Male,36.0,Caucasian,6.0,3.0,5.0,3.0,1.0,
4468,Cartwright,Matt,115.0,2017.0,PA,House of Representative,17.0,Democrat,2012.0,Male,18.0,Caucasian,64.0,5.0,4.0,2.0,1.0,
4469,Casey,Robert,115.0,2017.0,PA,Senate,State-Wide,Democrat,2006.0,Male,18.0,Caucasian,68.0,7.0,4.0,4.0,1.0,
4470,Cassidy,Bill,115.0,2017.0,LA,Senate,State-Wide,Republican,2014.0,Male,6.0,Caucasian,54.0,11.0,7.0,5.0,3.0,
4471,Castor,Kathy,115.0,2017.0,FL,House of Representative,14.0,Democrat,2006.0,Female,27.0,Caucasian,9.0,1.0,1.0,1.0,1.0,
4472,Castro,Joaquin,115.0,2017.0,TX,House of Representative,20.0,Democrat,2012.0,Male,36.0,Latino/a,13.0,2.0,2.0,2.0,0.0,
4473,Chabot,Steve,115.0,2017.0,OH,House of Representative,1.0,Republican,2010.0,Male,16.0,Caucasian,26.0,8.0,11.0,9.0,3.0,
4474,Chaffetz,Jason,115.0,2017.0,UT,House of Representative,3.0,Republican,2008.0,Male,4.0,Caucasian,15.0,4.0,4.0,1.0,0.0,
4475,Cheney,Liz,115.0,2017.0,WY,House of Representative,1.0,Republican,2016.0,Female,1.0,Caucasian,9.0,5.0,5.0,1.0,0.0,
4476,Chu,Judy,115.0,2017.0,CA,House of Representative,27.0,Democrat,2009.0,Female,53.0,Asian-American,21.0,2.0,2.0,2.0,0.0,
4477,Cicilline,David,115.0,2017.0,RI,House of Representative,1.0,Democrat,2010.0,Male,2.0,Caucasian,48.0,5.0,3.0,1.0,1.0,
4478,Clark,Katherine,115.0,2017.0,MA,House of Representative,5.0,Democrat,2012.0,Female,9.0,Caucasian,17.0,2.0,2.0,1.0,0.0,
4479,Clarke,Yvette,115.0,2017.0,NY,House of Representative,9.0,Democrat,2006.0,Female,27.0,African-American,22.0,2.0,2.0,2.0,1.0,
4480,Clay,Wm.,115.0,2017.0,MO,House of Representative,1.0,Democrat,2000.0,Male,8.0,African-American,7.0,3.0,4.0,2.0,1.0,
4481,Cleaver,Emanuel,115.0,2017.0,MO,House of Representative,5.0,Democrat,2004.0,Male,8.0,African-American,1.0,0.0,0.0,0.0,0.0,
4482,Clyburn,James,115.0,2017.0,SC,House of Representative,6.0,Democrat,1992.0,Male,7.0,African-American,9.0,2.0,3.0,3.0,1.0,
4483,Cochran,Thad,115.0,2017.0,MS,Senate,State-Wide,Republican,1978.0,Male,4.0,Caucasian,3.0,2.0,2.0,0.0,0.0,
4484,Coffman,Mike,115.0,2017.0,CO,House of Representative,6.0,Republican,2008.0,Male,7.0,Caucasian,24.0,7.0,6.0,6.0,3.0,
4485,Cohen,Steve,115.0,2017.0,TN,House of Representative,9.0,Democrat,2006.0,Male,9.0,Caucasian,29.0,2.0,2.0,2.0,2.0,
4486,Cole,Tom,115.0,2017.0,OK,House of Representative,4.0,Republican,2002.0,Male,5.0,American-Indian,11.0,2.0,5.0,2.0,1.0,
4487,Collins,Chris,115.0,2017.0,NY,House of Representative,27.0,Republican,2012.0,Male,27.0,Caucasian,20.0,2.0,2.0,2.0,2.0,
4488,Collins,Doug,115.0,2017.0,GA,House of Representative,9.0,Republican,2012.0,Male,14.0,Caucasian,22.0,5.0,6.0,6.0,1.0,
4489,Collins,Susan,115.0,2017.0,ME,Senate,State-Wide,Republican,1996.0,Female,2.0,Caucasian,40.0,4.0,6.0,4.0,3.0,
4490,Comer,James,115.0,2017.0,KY,House of Representative,1.0,Republican,2016.0,Male,6.0,Caucasian,5.0,2.0,3.0,3.0,0.0,
4491,Comstock,Barbara,115.0,2017.0,VA,House of Representative,10.0,Republican,2014.0,Female,11.0,Caucasian,22.0,6.0,9.0,8.0,4.0,
4492,Conaway,K.,115.0,2017.0,TX,House of Representative,11.0,Republican,2004.0,Male,36.0,Caucasian,15.0,2.0,3.0,3.0,1.0,
4493,Connolly,Gerald,115.0,2017.0,VA,House of Representative,11.0,Democrat,2008.0,Male,11.0,Caucasian,24.0,2.0,2.0,1.0,1.0,
4494,Conyers,John,115.0,2017.0,MI,House of Representative,13.0,Democrat,1964.0,Male,14.0,African-American,21.0,1.0,1.0,1.0,1.0,
4495,Cook,Paul,115.0,2017.0,CA,House of Representative,8.0,Republican,2012.0,Male,53.0,Caucasian,16.0,6.0,7.0,5.0,1.0,
4496,Coons,Christopher,115.0,2017.0,DE,Senate,State-Wide,Democrat,2010.0,Male,1.0,Caucasian,36.0,10.0,6.0,3.0,0.0,
4497,Cooper,Jim,115.0,2017.0,TN,House of Representative,5.0,Democrat,2002.0,Male,9.0,Caucasian,7.0,0.0,0.0,0.0,0.0,
4498,Corker,Bob,115.0,2017.0,TN,Senate,State-Wide,Republican,2006.0,Male,9.0,Caucasian,13.0,8.0,10.0,4.0,2.0,
4499,Cornyn,John,115.0,2017.0,TX,Senate,State-Wide,Republican,2002.0,Male,36.0,Caucasian,65.0,17.0,13.0,8.0,8.0,
4500,Correa,Lou,115.0,2017.0,CA,House of Representative,46.0,Democrat,1996.0,Male,53.0,Latino/a,16.0,5.0,5.0,5.0,1.0,
4501,Cortez Masto,Catherine,115.0,2017.0,NV,Senate,State-Wide,Democrat,2016.0,Female,4.0,Latino/a,22.0,1.0,0.0,0.0,0.0,
4502,Costa,Jim,115.0,2017.0,CA,House of Representative,16.0,Democrat,2004.0,Male,53.0,Latino/a,4.0,0.0,0.0,0.0,0.0,
4503,Costello,Ryan,115.0,2017.0,PA,House of Representative,6.0,Republican,2014.0,Male,18.0,Caucasian,11.0,2.0,3.0,2.0,0.0,
4504,Cotton,Tom,115.0,2017.0,AR,Senate,State-Wide,Republican,2014.0,Male,4.0,Caucasian,28.0,6.0,1.0,1.0,0.0,
4505,Courtney,Joe,115.0,2017.0,CT,House of Representative,2.0,Democrat,2006.0,Male,5.0,Caucasian,10.0,0.0,0.0,0.0,0.0,
4506,Cramer,Kevin,115.0,2017.0,ND,House of Representative,1.0,Republican,2012.0,Male,1.0,Caucasian,22.0,5.0,5.0,2.0,1.0,
4507,Crapo,Mike,115.0,2017.0,ID,Senate,State-Wide,Republican,1998.0,Male,2.0,Caucasian,27.0,7.0,3.0,3.0,2.0,
4508,Crawford,Eric,115.0,2017.0,AR,House of Representative,1.0,Republican,2010.0,Male,4.0,Caucasian,12.0,0.0,0.0,0.0,0.0,
4509,Crist,Charlie,115.0,2017.0,FL,House of Representative,13.0,Democrat,2016.0,Male,27.0,Caucasian,14.0,0.0,0.0,0.0,0.0,
4510,Crowley,Joseph,115.0,2017.0,NY,House of Representative,14.0,Democrat,1998.0,Male,27.0,Caucasian,21.0,1.0,2.0,2.0,1.0,
4511,Cruz,Ted,115.0,2017.0,TX,Senate,State-Wide,Republican,2012.0,Male,36.0,Latino/a,52.0,2.0,3.0,2.0,1.0,
4512,Cuellar,Henry,115.0,2017.0,TX,House of Representative,28.0,Democrat,2004.0,Male,36.0,Latino/a,9.0,6.0,6.0,6.0,5.0,
4513,Culberson,John,115.0,2017.0,TX,House of Representative,7.0,Republican,2000.0,Male,36.0,Caucasian,8.0,1.0,3.0,0.0,0.0,
4514,Cummings,Elijah,115.0,2017.0,MD,House of Representative,7.0,Democrat,1996.0,Male,8.0,African-American,18.0,5.0,5.0,5.0,2.0,
4515,Curbelo,Carlos,115.0,2017.0,FL,House of Representative,26.0,Republican,2014.0,Male,27.0,Latino/a,23.0,4.0,4.0,4.0,0.0,
4516,Curtis,John,115.0,2017.0,UT,House of Representative,3.0,Republican,2017.0,Male,4.0,Caucasian,10.0,6.0,5.0,3.0,1.0,
4517,Daines,Steve,115.0,2017.0,MT,Senate,State-Wide,Republican,2014.0,Male,1.0,Caucasian,54.0,13.0,11.0,4.0,3.0,
4518,Davidson,Warren,115.0,2017.0,OH,House of Representative,8.0,Republican,2016.0,Male,16.0,Caucasian,13.0,3.0,3.0,1.0,0.0,
4519,Davis,Rodney,115.0,2017.0,IL,House of Representative,13.0,Republican,2012.0,Male,18.0,Caucasian,22.0,5.0,6.0,6.0,1.0,
4520,Davis,Danny,115.0,2017.0,IL,House of Representative,7.0,Democrat,1996.0,Male,18.0,African-American,22.0,1.0,2.0,2.0,0.0,
4521,Davis,Susan,115.0,2017.0,CA,House of Representative,53.0,Democrat,2000.0,Female,53.0,Caucasian,16.0,0.0,0.0,0.0,0.0,
4522,DeFazio,Peter,115.0,2017.0,OR,House of Representative,4.0,Democrat,1986.0,Male,5.0,Caucasian,37.0,3.0,4.0,3.0,2.0,
4523,DeGette,Diana,115.0,2017.0,CO,House of Representative,1.0,Democrat,1996.0,Female,7.0,Caucasian,11.0,1.0,2.0,1.0,1.0,
4524,Delaney,John,115.0,2017.0,MD,House of Representative,6.0,Democrat,2012.0,Male,8.0,Caucasian,20.0,1.0,1.0,0.0,0.0,
4525,DeLauro,Rosa,115.0,2017.0,CT,House of Representative,3.0,Democrat,1990.0,Female,5.0,Caucasian,47.0,0.0,0.0,0.0,0.0,
4526,Delbene,Suzan,115.0,2017.0,WA,House of Representative,1.0,Democrat,2012.0,Female,10.0,Caucasian,22.0,1.0,1.0,0.0,0.0,
4527,Demings,Val,115.0,2017.0,FL,House of Representative,10.0,Democrat,2016.0,Female,27.0,African-American,7.0,2.0,2.0,2.0,1.0,
4528,Denham,Jeff,115.0,2017.0,CA,House of Representative,10.0,Republican,2010.0,Male,53.0,Caucasian,11.0,3.0,4.0,4.0,1.0,
4529,Dent,Charles,115.0,2017.0,PA,House of Representative,15.0,Republican,2004.0,Male,18.0,Caucasian,8.0,0.0,2.0,0.0,0.0,
4530,DeSantis,Ron,115.0,2017.0,FL,House of Representative,6.0,Republican,2012.0,Male,27.0,Caucasian,12.0,3.0,2.0,2.0,0.0,
4531,DeSaulnier,Mark,115.0,2017.0,CA,House of Representative,11.0,Democrat,2014.0,Male,53.0,Caucasian,23.0,4.0,4.0,4.0,2.0,
4532,DesJarlais,Scott,115.0,2017.0,TN,House of Representative,4.0,Republican,2010.0,Male,9.0,Caucasian,7.0,1.0,2.0,2.0,0.0,
4533,Deutch,Theodore,115.0,2017.0,FL,House of Representative,21.0,Democrat,2010.0,Male,27.0,Caucasian,19.0,0.0,0.0,0.0,0.0,
4534,Diaz-Balart,Mario,115.0,2017.0,FL,House of Representative,25.0,Republican,2002.0,Male,27.0,Latino/a,7.0,0.0,3.0,1.0,0.0,
4535,Dingell,Debbie,115.0,2017.0,MI,House of Representative,12.0,Democrat,2014.0,Female,14.0,Caucasian,22.0,2.0,1.0,1.0,0.0,
4536,Doggett,Lloyd,115.0,2017.0,TX,House of Representative,35.0,Democrat,1994.0,Male,36.0,Caucasian,18.0,0.0,0.0,0.0,0.0,
4537,Donnelly,Joe,115.0,2017.0,IN,Senate,State-Wide,Democrat,2012.0,Male,9.0,Caucasian,28.0,5.0,3.0,3.0,1.0,
4538,Donovan,Daniel,115.0,2017.0,NY,House of Representative,11.0,Republican,2015.0,Male,27.0,Caucasian,24.0,5.0,10.0,10.0,1.0,
4539,Doyle,Michael,115.0,2017.0,PA,House of Representative,14.0,Democrat,1994.0,Male,18.0,Caucasian,3.0,0.0,0.0,0.0,0.0,
4540,Duckworth,Tammy,115.0,2017.0,IL,Senate,State-Wide,Democrat,2016.0,Female,18.0,Asian-American,45.0,7.0,5.0,3.0,3.0,
4541,Duffy,Sean,115.0,2017.0,WI,House of Representative,7.0,Republican,2010.0,Male,8.0,Caucasian,28.0,14.0,14.0,7.0,1.0,
4542,Duncan,Jeff,115.0,2017.0,SC,House of Representative,3.0,Republican,2010.0,Male,7.0,Caucasian,9.0,1.0,1.0,0.0,0.0,
4543,Duncan,John,115.0,2017.0,TN,House of Representative,2.0,Republican,1988.0,Male,9.0,Caucasian,18.0,2.0,2.0,2.0,0.0,
4544,Dunn,Neal,115.0,2017.0,FL,House of Representative,2.0,Republican,2016.0,Male,27.0,Caucasian,15.0,6.0,5.0,5.0,1.0,
4545,Durbin,Richard,115.0,2017.0,IL,Senate,State-Wide,Democrat,1996.0,Male,18.0,Caucasian,50.0,2.0,1.0,0.0,0.0,
4546,Ellison,Keith,115.0,2017.0,MN,House of Representative,5.0,Democrat,2006.0,Male,8.0,African-American,38.0,1.0,1.0,1.0,0.0,
4547,Emmer,Tom,115.0,2017.0,MN,House of Representative,6.0,Republican,2014.0,Male,8.0,Caucasian,22.0,5.0,6.0,5.0,1.0,
4548,Engel,Eliot,115.0,2017.0,NY,House of Representative,16.0,Democrat,1988.0,Male,27.0,Caucasian,31.0,6.0,6.0,5.0,0.0,
4549,Enzi,Michael,115.0,2017.0,WY,Senate,State-Wide,Republican,1996.0,Male,1.0,Caucasian,20.0,2.0,3.0,2.0,1.0,
4550,Ernst,Joni,115.0,2017.0,IA,Senate,State-Wide,Republican,2014.0,Female,4.0,Caucasian,32.0,6.0,4.0,1.0,0.0,
4551,Eshoo,Anna,115.0,2017.0,CA,House of Representative,18.0,Democrat,1992.0,Female,53.0,Caucasian,15.0,0.0,1.0,1.0,0.0,
4552,Espaillat,Adriano,115.0,2017.0,NY,House of Representative,13.0,Democrat,2016.0,Male,27.0,Latino/a,19.0,3.0,3.0,2.0,1.0,
4553,Estes,Ron,115.0,2017.0,KS,House of Representative,4.0,Republican,2017.0,Male,4.0,Caucasian,9.0,3.0,4.0,4.0,1.0,
4554,Esty,Elizabeth,115.0,2017.0,CT,House of Representative,5.0,Democrat,2012.0,Female,5.0,Caucasian,25.0,5.0,6.0,3.0,2.0,
4555,Evans,Dwight,115.0,2017.0,PA,House of Representative,2.0,Democrat,2016.0,Male,18.0,African-American,8.0,2.0,3.0,3.0,1.0,
4556,Farenthold,Blake,115.0,2017.0,TX,House of Representative,27.0,Republican,2010.0,Male,36.0,Caucasian,15.0,4.0,4.0,1.0,0.0,
4557,Faso,John,115.0,2017.0,NY,House of Representative,19.0,Republican,2016.0,Male,27.0,Caucasian,23.0,5.0,6.0,5.0,2.0,
4558,Feinstein,Dianne,115.0,2017.0,CA,Senate,State-Wide,Democrat,1992.0,Female,53.0,Caucasian,47.0,12.0,6.0,2.0,2.0,
4559,Ferguson,Drew,115.0,2017.0,GA,House of Representative,3.0,Republican,2016.0,Male,14.0,Caucasian,10.0,1.0,1.0,1.0,0.0,
4560,Fischer,Deb,115.0,2017.0,NE,Senate,State-Wide,Republican,2012.0,Female,3.0,Caucasian,26.0,8.0,6.0,3.0,0.0,
4561,Fitzpatrick,Brian,115.0,2017.0,PA,House of Representative,8.0,Republican,2016.0,Male,18.0,Caucasian,27.0,6.0,7.0,6.0,0.0,
4562,Flake,Jeff,115.0,2017.0,AZ,Senate,State-Wide,Republican,2012.0,Male,9.0,Caucasian,61.0,17.0,11.0,6.0,3.0,
4563,Fleischmann,Charles,115.0,2017.0,TN,House of Representative,3.0,Republican,2010.0,Male,9.0,Caucasian,4.0,2.0,2.0,2.0,0.0,
4564,Flores,Bill,115.0,2017.0,TX,House of Representative,17.0,Republican,2010.0,Male,36.0,Latino/a,10.0,2.0,2.0,2.0,0.0,
4565,Fortenberry,Jeff,115.0,2017.0,NE,House of Representative,1.0,Republican,2004.0,Male,3.0,Caucasian,12.0,2.0,1.0,1.0,1.0,
4566,Foster,Bill,115.0,2017.0,IL,House of Representative,11.0,Democrat,2012.0,Male,18.0,Caucasian,22.0,1.0,1.0,0.0,0.0,
4567,Foxx,Virginia,115.0,2017.0,NC,House of Representative,5.0,Republican,2004.0,Female,13.0,Caucasian,11.0,6.0,6.0,4.0,1.0,
4568,Frankel,Lois,115.0,2017.0,FL,House of Representative,22.0,Democrat,2012.0,Female,27.0,Caucasian,10.0,1.0,1.0,1.0,0.0,
4569,Franken,Al,115.0,2017.0,MN,Senate,State-Wide,Democrat,2008.0,Male,8.0,Caucasian,21.0,2.0,1.0,0.0,0.0,
4570,Franks,Trent,115.0,2017.0,AZ,House of Representative,8.0,Republican,2002.0,Male,9.0,Caucasian,8.0,0.0,1.0,1.0,0.0,
4571,Frelinghuysen,Rodney,115.0,2017.0,NJ,House of Representative,11.0,Republican,1994.0,Male,12.0,Caucasian,5.0,0.0,2.0,2.0,1.0,
4572,Fudge,Marcia,115.0,2017.0,OH,House of Representative,11.0,Democrat,2008.0,Female,16.0,African-American,8.0,0.0,0.0,0.0,0.0,
4573,Gabbard,Tulsi,115.0,2017.0,HI,House of Representative,2.0,Democrat,2012.0,Female,2.0,Asian-American,19.0,0.0,0.0,0.0,0.0,
4574,Gaetz,Matt,115.0,2017.0,FL,House of Representative,1.0,Republican,2016.0,Male,27.0,Caucasian,7.0,2.0,2.0,1.0,0.0,
4575,Gallagher,Mike,115.0,2017.0,WI,House of Representative,8.0,Republican,2016.0,Male,8.0,Caucasian,13.0,4.0,4.0,4.0,2.0,
4576,Gallego,Ruben,115.0,2017.0,AZ,House of Representative,7.0,Democrat,2014.0,Male,9.0,Latino/a,9.0,0.0,0.0,0.0,0.0,
4577,Garamendi,John,115.0,2017.0,CA,House of Representative,3.0,Democrat,2009.0,Male,53.0,Caucasian,9.0,2.0,2.0,0.0,0.0,
4578,Gardner,Cory,115.0,2017.0,CO,Senate,State-Wide,Republican,2014.0,Male,7.0,Caucasian,45.0,14.0,14.0,3.0,3.0,
4579,Garrett,Thomas,115.0,2017.0,VA,House of Representative,5.0,Republican,2016.0,Male,11.0,Caucasian,14.0,4.0,5.0,4.0,2.0,
4580,Gianforte,Greg,115.0,2017.0,MT,House of Representative,1.0,Republican,2017.0,Male,1.0,Caucasian,15.0,6.0,4.0,3.0,1.0,
4581,Gibbs,Bob,115.0,2017.0,OH,House of Representative,7.0,Republican,2010.0,Male,16.0,Caucasian,9.0,2.0,3.0,3.0,2.0,
4582,Gillibrand,Kirsten,115.0,2017.0,NY,Senate,State-Wide,Democrat,2009.0,Female,27.0,Caucasian,61.0,9.0,7.0,2.0,1.0,
4583,Gohmert,Louie,115.0,2017.0,TX,House of Representative,1.0,Republican,2004.0,Male,36.0,Caucasian,17.0,2.0,3.0,1.0,1.0,
4584,Gomez,Jimmy,115.0,2017.0,CA,House of Representative,34.0,Democrat,2017.0,Male,53.0,Latino/a,3.0,0.0,0.0,0.0,0.0,
4585,Gonzalez,Vicente,115.0,2017.0,TX,House of Representative,15.0,Democrat,2016.0,Male,36.0,Latino/a,8.0,0.0,0.0,0.0,0.0,
4586,Gonzalez-Colon,Jenniffer,115.0,2017.0,PR,House of Representative,1.0,New Progressive,2016.0,Female,1.0,Latino/a,33.0,2.0,2.0,2.0,0.0,
4587,Goodlatte,Bob,115.0,2017.0,VA,House of Representative,6.0,Republican,1992.0,Male,11.0,Caucasian,27.0,12.0,17.0,9.0,1.0,
4588,Gosar,Paul,115.0,2017.0,AZ,House of Representative,4.0,Republican,2010.0,Male,9.0,Caucasian,22.0,8.0,7.0,5.0,0.0,
4589,Gottheimer,Josh,115.0,2017.0,NJ,House of Representative,5.0,Democrat,2016.0,Male,12.0,Caucasian,18.0,3.0,3.0,2.0,1.0,
4590,Gowdy,Trey,115.0,2017.0,SC,House of Representative,4.0,Republican,2010.0,Male,7.0,Caucasian,2.0,1.0,1.0,1.0,0.0,
4591,Graham,Lindsey,115.0,2017.0,SC,Senate,State-Wide,Republican,2002.0,Male,7.0,Caucasian,19.0,6.0,5.0,0.0,0.0,
4592,Granger,Kay,115.0,2017.0,TX,House of Representative,12.0,Republican,1996.0,Female,36.0,Caucasian,6.0,0.0,2.0,2.0,1.0,
4593,Grassley,Chuck,115.0,2017.0,IA,Senate,State-Wide,Republican,1980.0,Male,4.0,Caucasian,73.0,19.0,12.0,11.0,7.0,
4594,Graves,Garret,115.0,2017.0,LA,House of Representative,6.0,Republican,2014.0,Male,6.0,Caucasian,14.0,5.0,4.0,2.0,1.0,
4595,Graves,Sam,115.0,2017.0,MO,House of Representative,6.0,Republican,2000.0,Male,8.0,Caucasian,10.0,0.0,1.0,1.0,1.0,
4596,Graves,Tom,115.0,2017.0,GA,House of Representative,14.0,Republican,2010.0,Male,14.0,Caucasian,3.0,0.0,2.0,0.0,0.0,
4597,Green,Al,115.0,2017.0,TX,House of Representative,9.0,Democrat,2004.0,Male,36.0,African-American,18.0,0.0,0.0,0.0,0.0,
4598,Green,Gene,115.0,2017.0,TX,House of Representative,29.0,Democrat,1992.0,Male,36.0,Caucasian,12.0,1.0,1.0,1.0,1.0,
4599,Griffith,H.,115.0,2017.0,VA,House of Representative,9.0,Republican,2010.0,Male,11.0,Caucasian,30.0,7.0,6.0,5.0,2.0,
4600,Grijalva,Raul,115.0,2017.0,AZ,House of Representative,3.0,Democrat,2002.0,Male,9.0,Latino/a,33.0,2.0,2.0,1.0,0.0,
4601,Grothman,Glenn,115.0,2017.0,WI,House of Representative,6.0,Republican,2014.0,Male,8.0,Caucasian,18.0,0.0,1.0,1.0,0.0,
4602,Guthrie,Brett,115.0,2017.0,KY,House of Representative,2.0,Republican,2008.0,Male,6.0,Caucasian,22.0,4.0,6.0,5.0,2.0,
4603,Gutierrez,Luis,115.0,2017.0,IL,House of Representative,4.0,Democrat,1992.0,Male,18.0,Latino/a,6.0,0.0,0.0,0.0,0.0,
4604,Hanabusa,Colleen,115.0,2017.0,HI,House of Representative,1.0,Democrat,2010.0,Female,2.0,Asian-American,9.0,2.0,2.0,2.0,1.0,
4605,Handel,Karen,115.0,2017.0,GA,House of Representative,6.0,Republican,2017.0,Female,14.0,Caucasian,4.0,1.0,3.0,3.0,0.0,
4606,Harper,Gregg,115.0,2017.0,MS,House of Representative,3.0,Republican,2008.0,Male,4.0,Caucasian,22.0,3.0,8.0,5.0,4.0,
4607,Harris,Andy,115.0,2017.0,MD,House of Representative,1.0,Republican,2010.0,Male,8.0,Caucasian,4.0,1.0,1.0,1.0,1.0,
4608,Harris,Kamala,115.0,2017.0,CA,Senate,State-Wide,Democrat,2016.0,Female,53.0,"African-American, Asian-American",45.0,5.0,3.0,1.0,0.0,
4609,Hartzler,Vicky,115.0,2017.0,MO,House of Representative,4.0,Republican,2010.0,Female,8.0,Caucasian,19.0,4.0,3.0,3.0,2.0,
4610,Hassan,Margaret,115.0,2017.0,NH,Senate,State-Wide,Democrat,2016.0,Female,2.0,Caucasian,16.0,6.0,6.0,1.0,0.0,
4611,Hastings,Alcee,115.0,2017.0,FL,House of Representative,20.0,Democrat,1992.0,Male,27.0,African-American,18.0,0.0,0.0,0.0,0.0,
