id,city,state,city_size,mode,n,percent,moe,state_abb,state_region
1251,South Salt Lake city,Utah,Small,Bike,277.0,2.6,1.5,UT,West
1252,South San Francisco city,California,Small,Bike,216.0,0.7,0.3,CA,West
1253,South St. Paul city,Minnesota,Small,Bike,66.0,0.6,0.6,MN,North Central
1254,Southaven city,Mississippi,Small,Bike,42.0,0.2,0.2,MS,South
1255,Southfield city,Michigan,Small,Bike,12.0,0.0,0.1,MI,North Central
1256,Southgate city,Michigan,Small,Bike,30.0,0.2,0.2,MI,North Central
1257,Southlake city,Texas,Small,Bike,0.0,0.0,0.3,TX,South
1258,Spanish Fork city,Utah,Small,Bike,35.0,0.3,0.3,UT,West
1259,Sparks city,Nevada,Small,Bike,243.0,0.6,0.3,NV,West
1260,Spartanburg city,South Carolina,Small,Bike,48.0,0.3,0.2,SC,South
1261,Spokane Valley city,Washington,Small,Bike,248.0,0.6,0.3,WA,West
1262,Spring Hill city,Tennessee,Small,Bike,11.0,0.1,0.1,TN,South
1263,Spring Valley village,New York,Small,Bike,8.0,0.1,0.1,NY,Northeast
1264,Springdale city,Arkansas,Small,Bike,11.0,0.0,0.1,AR,South
1265,Springfield city,Ohio,Small,Bike,37.0,0.2,0.1,OH,North Central
1266,Springfield city,Oregon,Small,Bike,574.0,2.2,0.6,OR,West
1267,Springville city,Utah,Small,Bike,117.0,0.9,0.6,UT,West
1268,St. Charles city,Illinois,Small,Bike,28.0,0.2,0.2,IL,North Central
1269,St. Charles city,Missouri,Small,Bike,120.0,0.4,0.2,MO,North Central
1270,St. Clair Shores city,Michigan,Small,Bike,38.0,0.1,0.1,MI,North Central
1271,St. Cloud city,Florida,Small,Bike,98.0,0.6,0.5,FL,South
1272,St. Cloud city,Minnesota,Small,Bike,337.0,1.0,0.4,MN,North Central
1273,St. George city,Utah,Small,Bike,178.0,0.6,0.5,UT,West
1274,St. Joseph city,Missouri,Small,Bike,20.0,0.1,0.1,MO,North Central
1275,St. Louis Park city,Minnesota,Small,Bike,333.0,1.3,0.4,MN,North Central
1276,St. Peters city,Missouri,Small,Bike,0.0,0.0,0.1,MO,North Central
1277,Stanton city,California,Small,Bike,260.0,1.5,1.1,CA,West
1278,Starkville city,Mississippi,Small,Bike,220.0,2.1,2.2,MS,South
1279,State College borough,Pennsylvania,Small,Bike,637.0,4.2,1.3,PA,Northeast
1280,Statesboro city,Georgia,Small,Bike,90.0,0.8,0.7,GA,South
1281,Statesville city,North Carolina,Small,Bike,9.0,0.1,0.2,NC,South
1282,Staunton city,Virginia,Small,Bike,58.0,0.5,0.4,VA,South
1283,Stevens Point city,Wisconsin,Small,Bike,630.0,4.7,1.2,WI,North Central
1284,Stillwater city,Oklahoma,Small,Bike,549.0,2.4,0.8,OK,South
1285,Stockbridge city,Georgia,Small,Bike,0.0,0.0,0.4,GA,South
1286,Stow city,Ohio,Small,Bike,10.0,0.1,0.1,OH,North Central
1287,Streamwood village,Illinois,Small,Bike,48.0,0.2,0.2,IL,North Central
1288,Strongsville city,Ohio,Small,Bike,0.0,0.0,0.1,OH,North Central
1289,Suffolk city,Virginia,Small,Bike,44.0,0.1,0.1,VA,South
1290,Sugar Land city,Texas,Small,Bike,99.0,0.3,0.3,TX,South
1291,Suisun City city,California,Small,Bike,71.0,0.5,0.5,CA,West
1292,Sulphur city,Louisiana,Small,Bike,0.0,0.0,0.4,LA,South
1293,Summerville town,South Carolina,Small,Bike,86.0,0.4,0.4,SC,South
1294,Summit city,New Jersey,Small,Bike,51.0,0.5,0.4,NJ,Northeast
1295,Sumter city,South Carolina,Small,Bike,72.0,0.4,0.4,SC,South
1296,Sun Prairie city,Wisconsin,Small,Bike,0.0,0.0,0.1,WI,North Central
1297,Sunny Isles Beach city,Florida,Small,Bike,10.0,0.1,0.2,FL,South
1298,Sunrise city,Florida,Small,Bike,23.0,0.1,0.1,FL,South
1299,Superior city,Wisconsin,Small,Bike,124.0,0.9,0.7,WI,North Central
1300,Sweetwater city,Florida,Small,Bike,0.0,0.0,0.6,FL,South
1301,Syracuse city,Utah,Small,Bike,38.0,0.3,0.4,UT,West
1302,Tamarac city,Florida,Small,Bike,77.0,0.3,0.2,FL,South
1303,Tarpon Springs city,Florida,Small,Bike,56.0,0.6,0.7,FL,South
1304,Taunton city,Massachusetts,Small,Bike,68.0,0.3,0.3,MA,Northeast
1305,Taylor city,Michigan,Small,Bike,87.0,0.4,0.2,MI,North Central
1306,Taylorsville city,Utah,Small,Bike,107.0,0.4,0.3,UT,West
1307,Temple City city,California,Small,Bike,67.0,0.4,0.3,CA,West
1308,Temple city,Texas,Small,Bike,80.0,0.3,0.2,TX,South
1309,Temple Terrace city,Florida,Small,Bike,65.0,0.5,0.6,FL,South
1310,Terre Haute city,Indiana,Small,Bike,220.0,0.9,0.4,IN,North Central
1311,Texarkana city,Arkansas,Small,Bike,15.0,0.1,0.2,AR,South
1312,Texarkana city,Texas,Small,Bike,59.0,0.4,0.7,TX,South
1313,Texas City city,Texas,Small,Bike,48.0,0.3,0.3,TX,South
1314,The Colony city,Texas,Small,Bike,0.0,0.0,0.2,TX,South
1315,Thomasville city,North Carolina,Small,Bike,15.0,0.1,0.2,NC,South
1316,Tigard city,Oregon,Small,Bike,192.0,0.8,0.3,OR,West
1317,Tinley Park village,Illinois,Small,Bike,32.0,0.1,0.1,IL,North Central
1318,Titusville city,Florida,Small,Bike,52.0,0.3,0.3,FL,South
1319,Tooele city,Utah,Small,Bike,91.0,0.7,0.6,UT,West
1320,Torrington city,Connecticut,Small,Bike,32.0,0.2,0.2,CT,Northeast
1321,Tracy city,California,Small,Bike,132.0,0.4,0.3,CA,West
1322,Trenton city,New Jersey,Small,Bike,343.0,1.0,0.4,NJ,Northeast
1323,Trotwood city,Ohio,Small,Bike,0.0,0.0,0.3,OH,North Central
1324,Troy city,Michigan,Small,Bike,88.0,0.2,0.1,MI,North Central
1325,Troy city,New York,Small,Bike,29.0,0.1,0.1,NY,Northeast
1326,Troy city,Ohio,Small,Bike,54.0,0.5,0.5,OH,North Central
1327,Trussville city,Alabama,Small,Bike,0.0,0.0,0.4,AL,South
1328,Tualatin city,Oregon,Small,Bike,50.0,0.4,0.3,OR,West
1329,Tulare city,California,Small,Bike,30.0,0.1,0.1,CA,West
1330,Tupelo city,Mississippi,Small,Bike,7.0,0.0,0.1,MS,South
1331,Turlock city,California,Small,Bike,213.0,0.8,0.4,CA,West
1332,Tuscaloosa city,Alabama,Small,Bike,250.0,0.7,0.4,AL,South
1333,Tustin city,California,Small,Bike,367.0,1.0,0.6,CA,West
1334,Twentynine Palms city,California,Small,Bike,3.0,0.0,0.1,CA,West
1335,Twin Falls city,Idaho,Small,Bike,156.0,0.8,0.6,ID,West
1336,Tyler city,Texas,Small,Bike,96.0,0.2,0.2,TX,South
1337,Union City city,California,Small,Bike,69.0,0.2,0.2,CA,West
1338,Union City city,Georgia,Small,Bike,0.0,0.0,0.5,GA,South
1339,Union City city,New Jersey,Small,Bike,8.0,0.0,0.1,NJ,Northeast
1340,University City city,Missouri,Small,Bike,209.0,1.2,0.6,MO,North Central
1341,University Park city,Texas,Small,Bike,50.0,0.5,0.3,TX,South
1342,University Place city,Washington,Small,Bike,0.0,0.0,0.2,WA,West
1343,Upland city,California,Small,Bike,116.0,0.3,0.2,CA,West
1344,Upper Arlington city,Ohio,Small,Bike,90.0,0.5,0.4,OH,North Central
1345,Urbana city,Illinois,Small,Bike,1131.0,5.8,1.2,IL,North Central
1346,Urbandale city,Iowa,Small,Bike,26.0,0.1,0.1,IA,North Central
1347,Utica city,New York,Small,Bike,80.0,0.3,0.2,NY,Northeast
1348,Vacaville city,California,Small,Bike,171.0,0.4,0.3,CA,West
1349,Valdosta city,Georgia,Small,Bike,288.0,1.2,0.8,GA,South
1350,Valley Stream village,New York,Small,Bike,0.0,0.0,0.2,NY,Northeast
1351,Valparaiso city,Indiana,Small,Bike,198.0,1.4,0.8,IN,North Central
1352,Van Buren city,Arkansas,Small,Bike,0.0,0.0,0.3,AR,South
1353,Venice city,Florida,Small,Bike,251.0,4.5,1.9,FL,South
1354,Vernon Hills village,Illinois,Small,Bike,91.0,0.7,0.5,IL,North Central
1355,Vestavia Hills city,Alabama,Small,Bike,58.0,0.4,0.5,AL,South
1356,Vicksburg city,Mississippi,Small,Bike,0.0,0.0,0.4,MS,South
1357,Victoria city,Texas,Small,Bike,139.0,0.5,0.4,TX,South
1358,Villa Park village,Illinois,Small,Bike,108.0,1.0,0.9,IL,North Central
1359,Vineland city,New Jersey,Small,Bike,0.0,0.0,0.1,NJ,Northeast
1360,Vista city,California,Small,Bike,143.0,0.4,0.2,CA,West
1361,Wadsworth city,Ohio,Small,Bike,58.0,0.6,0.7,OH,North Central
1362,Wake Forest town,North Carolina,Small,Bike,19.0,0.1,0.2,NC,South
1363,Walker city,Michigan,Small,Bike,13.0,0.1,0.2,MI,North Central
1364,Walla Walla city,Washington,Small,Bike,393.0,3.1,1.1,WA,West
1365,Walnut city,California,Small,Bike,0.0,0.0,0.3,CA,West
1366,Walnut Creek city,California,Small,Bike,249.0,0.8,0.3,CA,West
1367,Waltham city,Massachusetts,Small,Bike,277.0,0.8,0.4,MA,Northeast
1368,Warner Robins city,Georgia,Small,Bike,65.0,0.2,0.2,GA,South
1369,Warren city,Ohio,Small,Bike,25.0,0.2,0.2,OH,North Central
1370,Warwick city,Rhode Island,Small,Bike,54.0,0.1,0.1,RI,Northeast
1371,Wasco city,California,Small,Bike,0.0,0.0,0.5,CA,West
1372,Washington city,Utah,Small,Bike,10.0,0.1,0.3,UT,West
1373,Watauga city,Texas,Small,Bike,0.0,0.0,0.3,TX,South
1374,Waterloo city,Iowa,Small,Bike,68.0,0.2,0.2,IA,North Central
1375,Watertown city,New York,Small,Bike,81.0,0.7,0.6,NY,Northeast
1376,Watertown city,South Dakota,Small,Bike,37.0,0.3,0.5,SD,North Central
1377,Watertown city,Wisconsin,Small,Bike,105.0,0.9,0.6,WI,North Central
1378,Watertown Town city,Massachusetts,Small,Bike,210.0,1.1,0.5,MA,Northeast
1379,Watsonville city,California,Small,Bike,194.0,0.9,0.5,CA,West
1380,Waukegan city,Illinois,Small,Bike,119.0,0.3,0.2,IL,North Central
1381,Waukesha city,Wisconsin,Small,Bike,176.0,0.5,0.3,WI,North Central
1382,Wausau city,Wisconsin,Small,Bike,190.0,1.0,0.4,WI,North Central
1383,Wauwatosa city,Wisconsin,Small,Bike,147.0,0.6,0.3,WI,North Central
1384,Waxahachie city,Texas,Small,Bike,45.0,0.3,0.4,TX,South
1385,Waynesboro city,Virginia,Small,Bike,31.0,0.3,0.4,VA,South
1386,Weatherford city,Texas,Small,Bike,14.0,0.1,0.2,TX,South
1387,Webster Groves city,Missouri,Small,Bike,27.0,0.2,0.3,MO,North Central
1388,Wellington village,Florida,Small,Bike,50.0,0.2,0.2,FL,South
1389,Wenatchee city,Washington,Small,Bike,215.0,1.5,0.9,WA,West
1390,Wentzville city,Missouri,Small,Bike,0.0,0.0,0.2,MO,North Central
1391,Weslaco city,Texas,Small,Bike,0.0,0.0,0.3,TX,South
1392,West Allis city,Wisconsin,Small,Bike,70.0,0.2,0.1,WI,North Central
1393,West Bend city,Wisconsin,Small,Bike,98.0,0.6,0.3,WI,North Central
1394,West Chicago city,Illinois,Small,Bike,66.0,0.5,0.4,IL,North Central
1395,West Des Moines city,Iowa,Small,Bike,31.0,0.1,0.1,IA,North Central
1396,West Fargo city,North Dakota,Small,Bike,10.0,0.1,0.1,ND,North Central
1397,West Haven city,Connecticut,Small,Bike,20.0,0.1,0.1,CT,Northeast
1398,West Hollywood city,California,Small,Bike,117.0,0.5,0.4,CA,West
1399,West Lafayette city,Indiana,Small,Bike,477.0,3.7,1.2,IN,North Central
1400,West Linn city,Oregon,Small,Bike,54.0,0.4,0.4,OR,West
1401,West Memphis city,Arkansas,Small,Bike,5.0,0.1,0.1,AR,South
1402,West Mifflin borough,Pennsylvania,Small,Bike,0.0,0.0,0.3,PA,Northeast
1403,West New York town,New Jersey,Small,Bike,8.0,0.0,0.1,NJ,Northeast
1404,West Sacramento city,California,Small,Bike,241.0,1.2,0.6,CA,West
1405,West Springfield Town city,Massachusett,Small,Bike,23.0,0.2,0.2,NA,NA
1406,Westerville city,Ohio,Small,Bike,61.0,0.3,0.4,OH,North Central
1407,Westfield city,Indiana,Small,Bike,117.0,0.8,0.7,IN,North Central
1408,Westfield city,Massachusetts,Small,Bike,70.0,0.4,0.4,MA,Northeast
1409,Westfield town,New Jersey,Small,Bike,44.0,0.3,0.3,NJ,Northeast
1410,Westlake city,Ohio,Small,Bike,25.0,0.2,0.2,OH,North Central
1411,Westland city,Michigan,Small,Bike,43.0,0.1,0.1,MI,North Central
1412,Westminster city,California,Small,Bike,440.0,1.2,0.6,CA,West
1413,Westmont village,Illinois,Small,Bike,38.0,0.3,0.3,IL,North Central
1414,Weston city,Florida,Small,Bike,0.0,0.0,0.1,FL,South
1415,Weymouth Town city,Massachusetts,Small,Bike,24.0,0.1,0.1,MA,Northeast
1416,Wheat Ridge city,Colorado,Small,Bike,136.0,0.9,0.6,CO,West
1417,Wheaton city,Illinois,Small,Bike,98.0,0.4,0.2,IL,North Central
1418,Wheeling city,West Virginia,Small,Bike,17.0,0.1,0.2,WV,South
1419,Wheeling village,Illinois,Small,Bike,113.0,0.6,0.4,IL,North Central
1420,White Bear Lake city,Minnesota,Small,Bike,37.0,0.3,0.2,MN,North Central
1421,White Plains city,New York,Small,Bike,118.0,0.4,0.3,NY,Northeast
1422,Whittier city,California,Small,Bike,168.0,0.4,0.2,CA,West
1423,Wildomar city,California,Small,Bike,10.0,0.1,0.1,CA,West
1424,Wildwood city,Missouri,Small,Bike,2.0,0.0,0.1,MO,North Central
1425,Wilkes-Barre city,Pennsylvania,Small,Bike,48.0,0.3,0.2,PA,Northeast
1426,Williamsport city,Pennsylvania,Small,Bike,202.0,1.6,0.7,PA,Northeast
1427,Willoughby city,Ohio,Small,Bike,36.0,0.3,0.2,OH,North Central
1428,Wilmette village,Illinois,Small,Bike,55.0,0.5,0.3,IL,North Central
1429,Wilmington city,Delaware,Small,Bike,89.0,0.3,0.2,DE,South
1430,Wilson city,North Carolina,Small,Bike,53.0,0.3,0.2,NC,South
1431,Wilsonville city,Oregon,Small,Bike,0.0,0.0,0.4,OR,West
1432,Winchester city,Virginia,Small,Bike,89.0,0.7,0.6,VA,South
1433,Windsor town,California,Small,Bike,22.0,0.2,0.2,CA,West
1434,Winona city,Minnesota,Small,Bike,460.0,3.1,1.0,MN,North Central
1435,Winter Garden city,Florida,Small,Bike,286.0,1.7,1.3,FL,South
1436,Winter Haven city,Florida,Small,Bike,40.0,0.3,0.4,FL,South
1437,Winter Park city,Florida,Small,Bike,327.0,2.6,2.0,FL,South
1438,Winter Springs city,Florida,Small,Bike,93.0,0.6,0.5,FL,South
1439,Woburn city,Massachusetts,Small,Bike,28.0,0.1,0.2,MA,Northeast
1440,Woodburn city,Oregon,Small,Bike,88.0,0.9,0.8,OR,West
1441,Woodbury city,Minnesota,Small,Bike,53.0,0.2,0.1,MN,North Central
1442,Woodland city,California,Small,Bike,536.0,2.2,0.6,CA,West
1443,Woodridge village,Illinois,Small,Bike,20.0,0.1,0.1,IL,North Central
1444,Woodstock city,Georgia,Small,Bike,0.0,0.0,0.3,GA,South
1445,Woodstock city,Illinois,Small,Bike,20.0,0.2,0.2,IL,North Central
1446,Woonsocket city,Rhode Island,Small,Bike,12.0,0.1,0.1,RI,Northeast
1447,Wooster city,Ohio,Small,Bike,15.0,0.1,0.2,OH,North Central
1448,Wyandotte city,Michigan,Small,Bike,74.0,0.6,0.4,MI,North Central
1449,Wylie city,Texas,Small,Bike,0.0,0.0,0.2,TX,South
1450,Wyoming city,Michigan,Small,Bike,69.0,0.2,0.2,MI,North Central
1451,Xenia city,Ohio,Small,Bike,43.0,0.4,0.4,OH,North Central
1452,Yakima city,Washington,Small,Bike,112.0,0.3,0.2,WA,West
1453,Yorba Linda city,California,Small,Bike,84.0,0.3,0.2,CA,West
1454,York city,Pennsylvania,Small,Bike,178.0,1.1,0.7,PA,Northeast
1455,Youngstown city,Ohio,Small,Bike,6.0,0.0,0.1,OH,North Central
1456,Yuba City city,California,Small,Bike,71.0,0.3,0.2,CA,West
1457,Yucaipa city,California,Small,Bike,41.0,0.2,0.2,CA,West
1458,Yucca Valley town,California,Small,Bike,31.0,0.4,0.5,CA,West
1459,Yukon city,Oklahoma,Small,Bike,53.0,0.5,0.5,OK,South
1460,Yuma city,Arizona,Small,Bike,207.0,0.5,0.4,AZ,West
1461,Zanesville city,Ohio,Small,Bike,0.0,0.0,0.3,OH,North Central
1462,Zion city,Illinois,Small,Bike,17.0,0.2,0.2,IL,North Central
1463,Zionsville town,Indiana,Small,Bike,14.0,0.1,0.2,IN,North Central
1464,Abilene city,Texas,Medium,Bike,227.0,0.4,0.2,TX,South
1465,Akron city,Ohio,Medium,Bike,159.0,0.2,0.1,OH,North Central
1466,Alexandria city,Virginia,Medium,Bike,864.0,1.0,0.2,VA,South
1467,Allentown city,Pennsylvania,Medium,Bike,186.0,0.4,0.2,PA,Northeast
1468,Amarillo city,Texas,Medium,Bike,184.0,0.2,0.1,TX,South
1469,Ann Arbor city,Michigan,Medium,Bike,2063.0,3.7,0.5,MI,North Central
1470,Antioch city,California,Medium,Bike,115.0,0.3,0.2,CA,West
1471,Arvada city,Colorado,Medium,Bike,303.0,0.6,0.2,CO,West
1472,Aurora city,Illinois,Medium,Bike,327.0,0.4,0.2,IL,North Central
1473,Beaumont city,Texas,Medium,Bike,119.0,0.2,0.1,TX,South
1474,Bellevue city,Washington,Medium,Bike,324.0,0.5,0.2,WA,West
1475,Berkeley city,California,Medium,Bike,4348.0,8.1,1.0,CA,West
1476,Billings city,Montana,Medium,Bike,502.0,0.9,0.3,MT,West
1477,Boulder city,Colorado,Medium,Bike,5507.0,10.5,1.0,CO,West
1478,Bridgeport city,Connecticut,Medium,Bike,185.0,0.3,0.2,CT,Northeast
1479,Broken Arrow city,Oklahoma,Medium,Bike,8.0,0.0,0.1,OK,South
1480,Brownsville city,Texas,Medium,Bike,94.0,0.1,0.1,TX,South
1481,Burbank city,California,Medium,Bike,593.0,1.1,0.4,CA,West
1482,Cambridge city,Massachusetts,Medium,Bike,4173.0,7.2,0.8,MA,Northeast
1483,Cape Coral city,Florida,Medium,Bike,271.0,0.4,0.2,FL,South
1484,Carlsbad city,California,Medium,Bike,287.0,0.6,0.3,CA,West
1485,Carrollton city,Texas,Medium,Bike,105.0,0.2,0.1,TX,South
1486,Cary town,North Carolina,Medium,Bike,121.0,0.2,0.1,NC,South
1487,Cedar Rapids city,Iowa,Medium,Bike,262.0,0.4,0.2,IA,North Central
1488,Centennial city,Colorado,Medium,Bike,263.0,0.5,0.2,CO,West
1489,Charleston city,South Carolina,Medium,Bike,1375.0,2.2,0.4,SC,South
1490,Chattanooga city,Tennessee,Medium,Bike,356.0,0.5,0.2,TN,South
1491,Clarksville city,Tennessee,Medium,Bike,75.0,0.1,0.1,TN,South
1492,Clearwater city,Florida,Medium,Bike,673.0,1.4,0.6,FL,South
1493,Columbia city,Missouri,Medium,Bike,777.0,1.4,0.4,MO,North Central
1494,Columbia city,South Carolina,Medium,Bike,343.0,0.5,0.2,SC,South
1495,Columbus city,Georgia,Medium,Bike,187.0,0.2,0.1,GA,South
1496,Concord city,California,Medium,Bike,546.0,0.9,0.3,CA,West
1497,Coral Springs city,Florida,Medium,Bike,218.0,0.4,0.2,FL,South
1498,Corona city,California,Medium,Bike,113.0,0.2,0.1,CA,West
1499,Costa Mesa city,California,Medium,Bike,1295.0,2.2,0.6,CA,West
1500,Daly City city,California,Medium,Bike,113.0,0.2,0.1,CA,West
1501,Davenport city,Iowa,Medium,Bike,168.0,0.4,0.2,IA,North Central
1502,Dayton city,Ohio,Medium,Bike,350.0,0.6,0.2,OH,North Central
1503,Denton city,Texas,Medium,Bike,731.0,1.3,0.4,TX,South
1504,Downey city,California,Medium,Bike,108.0,0.2,0.1,CA,West
1505,El Cajon city,California,Medium,Bike,92.0,0.2,0.1,CA,West
1506,El Monte city,California,Medium,Bike,500.0,1.1,0.5,CA,West
1507,Elgin city,Illinois,Medium,Bike,122.0,0.2,0.2,IL,North Central
1508,Elizabeth city,New Jersey,Medium,Bike,248.0,0.4,0.3,NJ,Northeast
1509,Elk Grove city,California,Medium,Bike,337.0,0.5,0.2,CA,West
1510,Erie city,Pennsylvania,Medium,Bike,238.0,0.6,0.3,PA,Northeast
1511,Escondido city,California,Medium,Bike,411.0,0.7,0.3,CA,West
1512,Eugene city,Oregon,Medium,Bike,6066.0,8.7,0.9,OR,West
1513,Evansville city,Indiana,Medium,Bike,373.0,0.7,0.2,IN,North Central
1514,Everett city,Washington,Medium,Bike,250.0,0.5,0.2,WA,West
1515,Fairfield city,California,Medium,Bike,105.0,0.2,0.1,CA,West
1516,Fargo city,North Dakota,Medium,Bike,675.0,1.1,0.3,ND,North Central
1517,Flint city,Michigan,Medium,Bike,59.0,0.2,0.2,MI,North Central
1518,Fort Collins city,Colorado,Medium,Bike,5182.0,6.8,0.6,CO,West
1519,Fort Lauderdale city,Florida,Medium,Bike,1149.0,1.5,0.3,FL,South
1520,Frisco city,Texas,Medium,Bike,52.0,0.1,0.1,TX,South
1521,Fullerton city,California,Medium,Bike,555.0,0.9,0.3,CA,West
1522,Gainesville city,Florida,Medium,Bike,3623.0,6.5,1.0,FL,South
1523,Garden Grove city,California,Medium,Bike,629.0,0.8,0.3,CA,West
1524,Glendale city,California,Medium,Bike,472.0,0.5,0.2,CA,West
1525,Grand Prairie city,Texas,Medium,Bike,60.0,0.1,0.1,TX,South
1526,Grand Rapids city,Michigan,Medium,Bike,732.0,0.9,0.3,MI,North Central
1527,Green Bay city,Wisconsin,Medium,Bike,313.0,0.6,0.2,WI,North Central
1528,Gresham city,Oregon,Medium,Bike,215.0,0.5,0.3,OR,West
1529,Hampton city,Virginia,Medium,Bike,91.0,0.1,0.1,VA,South
1530,Hartford city,Connecticut,Medium,Bike,364.0,0.8,0.5,CT,Northeast
1531,Hayward city,California,Medium,Bike,187.0,0.3,0.2,CA,West
1532,High Point city,North Carolina,Medium,Bike,75.0,0.2,0.1,NC,South
1533,Hollywood city,Florida,Medium,Bike,742.0,1.1,0.5,FL,South
1534,Huntington Beach city,California,Medium,Bike,1253.0,1.3,0.3,CA,West
1535,Huntsville city,Alabama,Medium,Bike,103.0,0.1,0.1,AL,South
1536,Independence city,Missouri,Medium,Bike,49.0,0.1,0.1,MO,North Central
1537,Inglewood city,California,Medium,Bike,280.0,0.6,0.3,CA,West
1538,Jackson city,Mississippi,Medium,Bike,70.0,0.1,0.1,MS,South
1539,Joliet city,Illinois,Medium,Bike,81.0,0.1,0.1,IL,North Central
1540,Kansas City city,Kansas,Medium,Bike,76.0,0.1,0.1,KS,North Central
1541,Kenosha city,Wisconsin,Medium,Bike,158.0,0.4,0.2,WI,North Central
1542,Kent city,Washington,Medium,Bike,61.0,0.1,0.1,WA,West
1543,Killeen city,Texas,Medium,Bike,134.0,0.2,0.2,TX,South
1544,Knoxville city,Tennessee,Medium,Bike,440.0,0.5,0.2,TN,South
1545,Lafayette city,Louisiana,Medium,Bike,513.0,0.9,0.3,LA,South
1546,Lakewood city,Colorado,Medium,Bike,546.0,0.8,0.3,CO,West
1547,Lancaster city,California,Medium,Bike,74.0,0.1,0.1,CA,West
1548,Lansing city,Michigan,Medium,Bike,668.0,1.3,0.4,MI,North Central
1549,Las Cruces city,New Mexico,Medium,Bike,602.0,1.4,0.6,NM,West
1550,Little Rock city,Arkansas,Medium,Bike,60.0,0.1,0.1,AR,South
1551,Lowell city,Massachusetts,Medium,Bike,142.0,0.3,0.2,MA,Northeast
1552,Manchester city,New Hampshire,Medium,Bike,102.0,0.2,0.1,NH,Northeast
1553,McAllen city,Texas,Medium,Bike,32.0,0.1,0.1,TX,South
1554,McKinney city,Texas,Medium,Bike,74.0,0.1,0.1,TX,South
1555,Mesquite city,Texas,Medium,Bike,94.0,0.1,0.1,TX,South
1556,Miami Gardens city,Florida,Medium,Bike,78.0,0.2,0.1,FL,South
1557,Midland city,Texas,Medium,Bike,98.0,0.2,0.1,TX,South
1558,Miramar city,Florida,Medium,Bike,127.0,0.2,0.1,FL,South
1559,Mobile city,Alabama,Medium,Bike,61.0,0.1,0.1,AL,South
1560,Moreno Valley city,California,Medium,Bike,127.0,0.2,0.1,CA,West
1561,Murfreesboro city,Tennessee,Medium,Bike,214.0,0.4,0.2,TN,South
1562,Murrieta city,California,Medium,Bike,152.0,0.3,0.2,CA,West
1563,Naperville city,Illinois,Medium,Bike,264.0,0.4,0.3,IL,North Central
1564,New Haven city,Connecticut,Medium,Bike,1544.0,2.7,0.5,CT,Northeast
1565,Newport News city,Virginia,Medium,Bike,351.0,0.4,0.2,VA,South
1566,Norman city,Oklahoma,Medium,Bike,714.0,1.3,0.3,OK,South
1567,North Charleston city,South Carolina,Medium,Bike,261.0,0.6,0.2,SC,South
1568,Norwalk city,California,Medium,Bike,242.0,0.5,0.3,CA,West
1569,Oceanside city,California,Medium,Bike,321.0,0.4,0.2,CA,West
1570,Odessa city,Texas,Medium,Bike,46.0,0.1,0.1,TX,South
1571,Olathe city,Kansas,Medium,Bike,50.0,0.1,0.1,KS,North Central
1572,Ontario city,California,Medium,Bike,588.0,0.8,0.3,CA,West
1573,Orange city,California,Medium,Bike,818.0,1.2,0.3,CA,West
1574,Overland Park city,Kansas,Medium,Bike,262.0,0.3,0.1,KS,North Central
1575,Palm Bay city,Florida,Medium,Bike,249.0,0.6,0.3,FL,South
1576,Palmdale city,California,Medium,Bike,58.0,0.1,0.1,CA,West
1577,Pasadena city,California,Medium,Bike,1384.0,2.1,0.6,CA,West
1578,Pasadena city,Texas,Medium,Bike,136.0,0.2,0.1,TX,South
1579,Paterson city,New Jersey,Medium,Bike,47.0,0.1,0.1,NJ,Northeast
1580,Pembroke Pines city,Florida,Medium,Bike,135.0,0.2,0.1,FL,South
1581,Peoria city,Arizona,Medium,Bike,298.0,0.4,0.2,AZ,West
1582,Peoria city,Illinois,Medium,Bike,213.0,0.4,0.2,IL,North Central
