id,State,City,Forecast Number,Date,Main Condition,Condition Description,Icon,Low Temperature,High Temperature,Humidity Percentage,Wind MPH,Wind Direction,Rain Inches,Snow Inches,Pressure,Cloud Percent,UTC Timestamp,Timezone Offset
457,Texas,Corpus Christi,2,Sat 1/7,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,68.22,79.83,65,18,SE,0,0,1018,56,1673114400,-21600
458,Texas,Corpus Christi,3,Sun 1/8,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,64.96,73.74,69,13,N,3.82,0,1020,65,1673200800,-21600
459,Texas,Corpus Christi,4,Mon 1/9,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,65.37,75.74,68,11,NE,8.56,0,1017,100,1673287200,-21600
460,Texas,Corpus Christi,5,Tue 1/10,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,63.45,77.81,32,9,NW,0,0,1018,0,1673373600,-21600
461,Texas,El Paso,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,39.61,62.51,24,14,W,0,0,1018,0,1673031600,-25200
462,Texas,El Paso,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,42.78,56.79,25,6,NW,0,0,1021,85,1673118000,-25200
463,Texas,El Paso,3,Sun 1/8,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,42.39,57.78,25,5,W,0,0,1021,39,1673204400,-25200
464,Texas,El Paso,4,Mon 1/9,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,43.93,59.29,28,7,SW,0,0,1021,0,1673290800,-25200
465,Texas,El Paso,5,Tue 1/10,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,45.64,59.02,27,6,W,0,0,1020,74,1673377200,-25200
466,Texas,Fort Worth-Dallas,1,Fri 1/6,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,43.75,70.86,53,18,S,0,0,1019,24,1673028000,-21600
467,Texas,Fort Worth-Dallas,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,53.78,64.29,30,17,S,0,0,1021,8,1673114400,-21600
468,Texas,Fort Worth-Dallas,3,Sun 1/8,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,45.75,61.5,38,9,N,0,0,1024,7,1673200800,-21600
469,Texas,Fort Worth-Dallas,4,Mon 1/9,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,48.02,70.63,43,13,S,0,0,1018,41,1673287200,-21600
470,Texas,Fort Worth-Dallas,5,Tue 1/10,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,48.78,63.5,28,11,NW,0,0,1020,0,1673373600,-21600
471,Texas,Houston/Galveston,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,55.63,70.9,62,13,SE,0,0,1023,0,1673028000,-21600
472,Texas,Houston/Galveston,2,Sat 1/7,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,62.76,72.46,74,12,SE,1.36,0,1020,36,1673114400,-21600
473,Texas,Houston/Galveston,3,Sun 1/8,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,61.18,65.25,87,11,NW,21.02,0,1021,94,1673200800,-21600
474,Texas,Houston/Galveston,4,Mon 1/9,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,59.92,64.44,92,6,NE,4.59,0,1019,98,1673287200,-21600
475,Texas,Houston/Galveston,5,Tue 1/10,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,59.36,70.97,56,9,NW,2.04,0,1017,25,1673373600,-21600
476,Texas,Lubbock,1,Fri 1/6,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,46.51,72.61,22,20,SW,0,0,1014,100,1673028000,-21600
477,Texas,Lubbock,2,Sat 1/7,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,39.85,56.44,29,13,W,0,0,1022,39,1673114400,-21600
478,Texas,Lubbock,3,Sun 1/8,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,37.69,62.55,27,14,S,0,0,1021,6,1673200800,-21600
479,Texas,Lubbock,4,Mon 1/9,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,43.43,65.86,17,16,W,0,0,1016,66,1673287200,-21600
480,Texas,Lubbock,5,Tue 1/10,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,39.47,61.05,24,8,S,0,0,1019,7,1673373600,-21600
481,Texas,Midland/Odessa,1,Fri 1/6,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,51.94,75.06,25,20,S,0,0,1015,64,1673028000,-21600
482,Texas,Midland/Odessa,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,45.99,63.77,22,9,NE,0,0,1021,3,1673114400,-21600
483,Texas,Midland/Odessa,3,Sun 1/8,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,42.37,65.75,28,10,S,0,0,1022,2,1673200800,-21600
484,Texas,Midland/Odessa,4,Mon 1/9,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,48.27,67.84,19,14,W,0,0,1018,5,1673287200,-21600
485,Texas,Midland/Odessa,5,Tue 1/10,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,48.07,64.76,21,10,W,0,0,1019,4,1673373600,-21600
486,Texas,San Angelo,1,Fri 1/6,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,47.75,75.56,46,25,S,0,0,1016,25,1673028000,-21600
487,Texas,San Angelo,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,51.24,66.99,20,10,NE,0,0,1021,2,1673114400,-21600
488,Texas,San Angelo,3,Sun 1/8,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,43.95,66.02,32,8,SE,0,0,1023,0,1673200800,-21600
489,Texas,San Angelo,4,Mon 1/9,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,49.48,72.97,49,15,W,0,0,1017,7,1673287200,-21600
490,Texas,San Angelo,5,Tue 1/10,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,46.26,67.73,21,10,W,0,0,1019,0,1673373600,-21600
491,Arizona,Flagstaff,1,Fri 1/6,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,19.65,36.52,72,11,SW,0,2.45,1022,11,1673031600,-25200
492,Arizona,Flagstaff,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,19.09,43.11,55,5,NE,0,0,1022,8,1673118000,-25200
493,Arizona,Flagstaff,3,Sun 1/8,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,23.79,39.76,44,9,SW,0,0,1022,100,1673204400,-25200
494,Arizona,Flagstaff,4,Mon 1/9,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,25.97,43.61,43,7,S,0,0,1022,48,1673290800,-25200
495,Arizona,Flagstaff,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,29.71,43.43,66,14,S,0,0,1018,100,1673377200,-25200
496,Arizona,Phoenix,1,Fri 1/6,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,49.68,62.94,44,5,NW,0,0,1021,100,1673031600,-25200
497,Arizona,Phoenix,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,50.68,64.98,30,6,NE,0,0,1021,0,1673118000,-25200
498,Arizona,Phoenix,3,Sun 1/8,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,53.64,64.94,25,6,E,0,0,1022,100,1673204400,-25200
499,Arizona,Phoenix,4,Mon 1/9,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,53.08,65.32,30,5,NE,0,0,1022,73,1673290800,-25200
500,Arizona,Phoenix,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,56.71,67.44,28,5,NE,0,0,1018,100,1673377200,-25200
501,Arizona,Tucson,1,Fri 1/6,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,49.1,63.09,39,7,W,0,0,1021,100,1673031600,-25200
502,Arizona,Tucson,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,51.26,65.7,25,7,W,0,0,1021,6,1673118000,-25200
503,Arizona,Tucson,3,Sun 1/8,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,53.83,65.23,25,6,E,0,0,1020,99,1673204400,-25200
504,Arizona,Tucson,4,Mon 1/9,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,52.7,65.43,30,4,SE,0,0,1021,42,1673290800,-25200
505,Arizona,Tucson,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,56.77,69.01,22,6,W,0,0,1017,100,1673377200,-25200
506,California,Eureka,1,Fri 1/6,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,45.75,55.87,66,17,SE,19.92,0,1016,100,1673035200,-28800
507,California,Eureka,2,Sat 1/7,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,45.43,56.34,78,18,E,39.7,0,1013,54,1673121600,-28800
508,California,Eureka,3,Sun 1/8,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,45.32,51.71,88,19,S,14.98,0,1013,91,1673208000,-28800
509,California,Eureka,4,Mon 1/9,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,44.1,51.85,93,17,SE,23.16,0,1004,100,1673294400,-28800
510,California,Eureka,5,Tue 1/10,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,43.59,48.58,93,7,SE,7.15,0,1002,100,1673380800,-28800
511,California,Los Angeles/Oxnard,1,Fri 1/6,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,46.65,59.59,50,8,W,0,0,1023,11,1673035200,-28800
512,California,Los Angeles/Oxnard,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,54.95,60.22,50,5,NE,0,0,1022,100,1673121600,-28800
513,California,Los Angeles/Oxnard,3,Sun 1/8,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,54.3,58.96,53,8,NE,0.23,0,1022,100,1673208000,-28800
514,California,Los Angeles/Oxnard,4,Mon 1/9,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,54.19,57.07,83,11,NE,13.49,0,1019,100,1673294400,-28800
515,California,Los Angeles/Oxnard,5,Tue 1/10,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,52.99,57.58,73,16,SE,25.05,0,1015,100,1673380800,-28800
516,California,Sacramento,1,Fri 1/6,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,45.97,56.43,68,8,E,0,0,1024,96,1673035200,-28800
517,California,Sacramento,2,Sat 1/7,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,47.64,52.77,77,25,SE,14.53,0,1018,100,1673121600,-28800
518,California,Sacramento,3,Sun 1/8,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,48.13,55.78,80,30,SE,12.52,0,1019,93,1673208000,-28800
519,California,Sacramento,4,Mon 1/9,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,50.81,56.05,80,27,SE,54.08,0,1004,100,1673294400,-28800
520,California,Sacramento,5,Tue 1/10,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,50.23,57.2,75,23,SE,25.88,0,1004,100,1673380800,-28800
521,California,San Diego,1,Fri 1/6,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,48.04,60.58,59,8,W,0,0,1023,73,1673031600,-28800
522,California,San Diego,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,50.09,62.78,29,5,NE,0,0,1022,100,1673118000,-28800
523,California,San Diego,3,Sun 1/8,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,50.65,63.91,34,9,W,0,0,1022,40,1673204400,-28800
524,California,San Diego,4,Mon 1/9,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,53.08,65.61,43,5,SW,0,0,1021,67,1673290800,-28800
525,California,San Diego,5,Tue 1/10,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,50.95,60.12,59,13,S,4.56,0,1018,86,1673377200,-28800
526,California,San Francisco Bay Area/Monterey,1,Fri 1/6,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,45.93,58.33,64,8,SE,0,0,1024,57,1673035200,-28800
527,California,San Francisco Bay Area/Monterey,2,Sat 1/7,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,53.06,55.06,76,23,SE,27.77,0,1017,100,1673121600,-28800
528,California,San Francisco Bay Area/Monterey,3,Sun 1/8,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,53.56,58.5,73,27,SE,9.36,0,1019,73,1673208000,-28800
529,California,San Francisco Bay Area/Monterey,4,Mon 1/9,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,56.01,59.36,91,35,SE,53.17,0,1006,100,1673294400,-28800
530,California,San Francisco Bay Area/Monterey,5,Tue 1/10,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,51.6,58.19,87,36,S,18.02,0,1004,96,1673380800,-28800
531,California,San Joaquin Valley/Hanford,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,42.28,57.54,64,6,E,0,0,1026,7,1673035200,-28800
532,California,San Joaquin Valley/Hanford,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,47.8,59.14,55,8,E,0,0,1021,100,1673121600,-28800
533,California,San Joaquin Valley/Hanford,3,Sun 1/8,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,49.51,59.97,69,11,E,1.46,0,1021,100,1673208000,-28800
534,California,San Joaquin Valley/Hanford,4,Mon 1/9,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,51.67,59.61,86,20,SE,8.55,0,1013,100,1673294400,-28800
535,California,San Joaquin Valley/Hanford,5,Tue 1/10,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,48.97,58.75,63,19,SE,14.29,0,1011,100,1673380800,-28800
536,Idaho,Boise,1,Fri 1/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,34.57,42.91,86,8,NE,0.95,0,1023,90,1673031600,-25200
537,Idaho,Boise,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,32.41,40.8,63,10,SE,0,0,1022,100,1673118000,-25200
538,Idaho,Boise,3,Sun 1/8,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,32.72,39.16,81,14,SE,1.1,1.33,1015,100,1673204400,-25200
539,Idaho,Boise,4,Mon 1/9,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,33.37,40.6,69,19,E,4.28,0.73,1018,99,1673290800,-25200
540,Idaho,Boise,5,Tue 1/10,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,38.84,45.37,74,12,E,4.25,0,1005,90,1673377200,-25200
541,Idaho,Pocatello,1,Fri 1/6,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,25.14,33.67,99,9,SW,0,11.87,1021,100,1673031600,-25200
542,Idaho,Pocatello,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,20.41,33.06,89,8,SE,0,0,1026,95,1673118000,-25200
543,Idaho,Pocatello,3,Sun 1/8,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,16.32,31.73,81,12,S,0,2.93,1019,100,1673204400,-25200
544,Idaho,Pocatello,4,Mon 1/9,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,24.28,33.64,87,10,SE,0,0.51,1024,73,1673290800,-25200
545,Idaho,Pocatello,5,Tue 1/10,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,34.57,36.52,100,17,SE,8.34,0,1011,100,1673377200,-25200
546,Montana,Billings,1,Fri 1/6,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,24.33,39.99,51,9,SW,0,0,1017,74,1673031600,-25200
547,Montana,Billings,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,26.01,40.17,47,16,SW,0,0,1019,5,1673118000,-25200
548,Montana,Billings,3,Sun 1/8,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,28.02,40.17,39,12,SW,0,0,1013,25,1673204400,-25200
549,Montana,Billings,4,Mon 1/9,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,30.9,42.35,61,10,SW,0,0.88,1018,92,1673290800,-25200
550,Montana,Billings,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,31.14,42.53,45,8,SW,0,0,1004,98,1673377200,-25200
551,Montana,Glasgow,1,Fri 1/6,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,4.42,23.99,86,8,E,0,0,1022,85,1673031600,-25200
552,Montana,Glasgow,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,12.36,24.28,90,2,E,0,0,1019,4,1673118000,-25200
553,Montana,Glasgow,3,Sun 1/8,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,10.11,28.62,83,4,W,0,0,1013,100,1673204400,-25200
554,Montana,Glasgow,4,Mon 1/9,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,10.08,18.32,94,10,E,0,0,1021,100,1673290800,-25200
555,Montana,Glasgow,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,15.44,31.77,90,16,E,0,0,1006,100,1673377200,-25200
556,Montana,Great Falls,1,Fri 1/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,33.42,38.59,78,12,S,3.3,0,1014,100,1673031600,-25200
557,Montana,Great Falls,2,Sat 1/7,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,29.84,39.31,58,14,S,0,0,1016,28,1673118000,-25200
558,Montana,Great Falls,3,Sun 1/8,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,30,37.63,55,9,S,0,0,1012,66,1673204400,-25200
559,Montana,Great Falls,4,Mon 1/9,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,31.87,39.47,64,11,S,0,0,1015,58,1673290800,-25200
560,Montana,Great Falls,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,31.69,39.63,65,11,S,0,0,1002,100,1673377200,-25200
561,Montana,Missoula,1,Fri 1/6,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,23.86,34.36,98,3,E,0,0.16,1021,100,1673031600,-25200
562,Montana,Missoula,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,18.95,33.04,89,4,SE,0,0,1022,90,1673118000,-25200
563,Montana,Missoula,3,Sun 1/8,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,16.02,31.41,85,5,SE,0,0.57,1016,97,1673204400,-25200
564,Montana,Missoula,4,Mon 1/9,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,21.29,33.28,94,4,SE,0,0.25,1019,95,1673290800,-25200
565,Montana,Missoula,5,Tue 1/10,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,24.22,32.68,95,3,SE,0,1.14,1008,100,1673377200,-25200
566,Nevada,Elko,1,Fri 1/6,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,14.7,34.32,96,9,SW,0,1.73,1025,91,1673031600,-28800
567,Nevada,Elko,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,14.85,29.37,80,5,N,0,0,1026,100,1673118000,-28800
568,Nevada,Elko,3,Sun 1/8,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,16.97,34.54,83,12,S,0,0.82,1019,100,1673204400,-28800
569,Nevada,Elko,4,Mon 1/9,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,13.82,32.36,87,5,NE,0,0.28,1023,57,1673290800,-28800
570,Nevada,Elko,5,Tue 1/10,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,25.3,36.54,97,11,S,0.25,4.88,1007,99,1673377200,-28800
571,Nevada,Las Vegas,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,42.49,55.56,51,9,S,0,0,1023,0,1673031600,-28800
572,Nevada,Las Vegas,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,42.12,52.25,59,4,NE,0,0,1023,100,1673118000,-28800
573,Nevada,Las Vegas,3,Sun 1/8,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,44.55,58.86,30,12,S,0,0,1019,100,1673204400,-28800
574,Nevada,Las Vegas,4,Mon 1/9,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,45.14,53.1,45,4,NE,0,0,1022,100,1673290800,-28800
575,Nevada,Las Vegas,5,Tue 1/10,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,46.26,62.28,41,24,S,3.96,0,1014,100,1673377200,-28800
576,Nevada,Reno,1,Fri 1/6,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,23.38,35.83,85,6,SW,0,0,1026,92,1673035200,-28800
577,Nevada,Reno,2,Sat 1/7,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,28.35,37.8,88,6,SE,0,3.64,1018,100,1673121600,-28800
578,Nevada,Reno,3,Sun 1/8,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,26.46,37.02,96,14,S,0,12.07,1017,77,1673208000,-28800
579,Nevada,Reno,4,Mon 1/9,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,26.06,39.85,98,10,S,31.69,7.23,1010,100,1673294400,-28800
580,Nevada,Reno,5,Tue 1/10,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,33.08,37.44,95,8,S,8.5,19.84,1004,100,1673380800,-28800
581,Oregon,Medford,1,Fri 1/6,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,34.81,49.93,70,10,SE,0,0,1017,100,1673035200,-28800
582,Oregon,Medford,2,Sat 1/7,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,39.4,46.44,92,7,E,1.69,0,1013,99,1673121600,-28800
583,Oregon,Medford,3,Sun 1/8,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,38.86,47.37,74,9,SE,1.82,0,1009,77,1673208000,-28800
584,Oregon,Medford,4,Mon 1/9,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,39.96,43.03,98,6,E,15.05,0,1006,100,1673294400,-28800
585,Oregon,Medford,5,Tue 1/10,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,36.54,41.63,93,4,SE,3.39,0,1003,100,1673380800,-28800
586,Oregon,Pendleton,1,Fri 1/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,36.39,50.95,58,10,E,0.18,0,1018,12,1673035200,-28800
587,Oregon,Pendleton,2,Sat 1/7,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,38.41,48.76,59,11,E,1.39,0,1013,100,1673121600,-28800
588,Oregon,Pendleton,3,Sun 1/8,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,36.97,43.2,79,9,E,2.04,0,1009,100,1673208000,-28800
589,Oregon,Pendleton,4,Mon 1/9,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,36.91,46.56,62,8,E,2.09,0,1007,100,1673294400,-28800
590,Oregon,Pendleton,5,Tue 1/10,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,36.43,42.87,80,6,NW,2.34,1.9,1006,100,1673380800,-28800
591,Oregon,Portland,1,Fri 1/6,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,40.14,50.23,79,9,NE,5.93,0,1014,100,1673035200,-28800
592,Oregon,Portland,2,Sat 1/7,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,40.39,42.89,96,5,NE,9.59,0,1012,100,1673121600,-28800
593,Oregon,Portland,3,Sun 1/8,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,39.49,46.67,93,7,E,6.59,0,1007,100,1673208000,-28800
594,Oregon,Portland,4,Mon 1/9,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,38.91,42.49,92,5,NE,3.06,0,1007,100,1673294400,-28800
595,Oregon,Portland,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,35.78,46.35,79,6,N,0,0,1003,100,1673380800,-28800
596,Utah,Salt Lake City,1,Fri 1/6,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,30.88,36.01,100,8,SE,0.13,15.17,1023,100,1673031600,-25200
597,Utah,Salt Lake City,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,25.29,36.5,94,6,E,0,0,1026,100,1673118000,-25200
598,Utah,Salt Lake City,3,Sun 1/8,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,28.24,38.46,83,15,SE,0.1,1.34,1020,100,1673204400,-25200
599,Utah,Salt Lake City,4,Mon 1/9,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,27.99,38.08,86,9,SE,0.1,0.12,1022,7,1673290800,-25200
600,Utah,Salt Lake City,5,Tue 1/10,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,35.94,41.77,95,12,SE,9.15,0,1013,100,1673377200,-25200
601,Washington,Seattle,1,Fri 1/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,41.63,49.71,69,12,SE,2.96,0,1016,62,1673035200,-28800
602,Washington,Seattle,2,Sat 1/7,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,41.25,42.94,91,4,E,5.32,0,1012,100,1673121600,-28800
603,Washington,Seattle,3,Sun 1/8,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,35.87,41.94,91,5,N,4.51,0,1006,100,1673208000,-28800
604,Washington,Seattle,4,Mon 1/9,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,38.32,43.41,78,4,E,0.89,0,1005,100,1673294400,-28800
605,Washington,Seattle,5,Tue 1/10,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,35.83,47.07,67,5,SE,0,0,1005,19,1673380800,-28800
606,Washington,Spokane,1,Fri 1/6,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,31.68,37,95,5,NE,0,0,1020,69,1673031600,-28800
607,Washington,Spokane,2,Sat 1/7,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,30.79,34.81,91,7,NE,4.53,0.69,1019,100,1673118000,-28800
608,Washington,Spokane,3,Sun 1/8,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,32.25,34.97,94,7,NE,0.37,8.37,1011,100,1673204400,-28800
609,Washington,Spokane,4,Mon 1/9,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,32.97,35.51,98,7,NE,0.21,3.03,1016,100,1673290800,-28800
610,Washington,Spokane,5,Tue 1/10,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,31.3,32.86,99,5,S,0.35,7.99,1008,100,1673377200,-28800
